0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
285,"1,810",947,"1,728","1,747",87,319,18,32,0,0,"86,780","78,102","71,073","65,387","3,783",,,,,,,,30%,6%,,Developer,2,2,3,6,Bachelor,4,,,,,,,,54%,61%,55%,148%,3,2,3,3,Pension,0,0,0,0,0,0,"Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle Ihnen die Motivation und das Verständnis für die Aufgaben. Ich rate Ihnen dringend, an Ihrer Einstellung und Ihren Fähigkeiten zu arbeiten, um Ihren Beitrag zum Team zu verbessern. Andernfalls könnten Konsequenzen folgen. Zusatzkommentar: Bitte dringend anpassen.","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Wird von allen geschätzt. Weiteres: Hat Defizite in der Kommunikation.",Dortmund,,43,1,"103,268","87,648","95,458","78,970","67,914",13,,
286,"1,882","1,140","1,772","1,822",101,410,8,25,0,0,"117,170","112,483","104,609","104,609","1,411",,,,,,,,30%,1%,,Solution Architect,11,3,3,11,Doktor,1,,,,,,,,113%,119%,83%,85%,3,2,1,3,Salary/Benfit,0,0,1,1,1,0,"Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle Ihnen die Motivation und das Verständnis für die Aufgaben. Ich rate Ihnen dringend, an Ihrer Einstellung und Ihren Fähigkeiten zu arbeiten, um Ihren Beitrag zum Team zu verbessern. Andernfalls könnten Konsequenzen folgen. Zusatzkommentar: Bleiben Sie dran!","Er/Sie übertrifft regelmäßig die Erwartungen und liefert konstant herausragende Ergebnisse. Seine/Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Er/Sie ist ein Vorbild für das gesamte Team und sollte diesen Einsatz unbedingt beibehalten. Kommentar: Es gibt noch viel zu tun. Weiteres: Fehlt es an Eigeninitiative.",Offenbach,,32,2,"133,573","119,513","112,483","137,088","98,704",17,,
287,"1,868",755,"1,311","1,358",76,292,4,19,0,0,"123,625","116,207","102,262","100,217","3,584",,,,,,,,30%,-6%,,Team Lead,19,3,3,20,Bachelor,3,,,,,,,,4%,38%,123%,59%,5,3,3,2,Cultural Fit,0,0,0,0,0,0,"Sie leisten solide Arbeit und tragen wesentlich zum Erfolg des Teams bei. Ihre Stärken in der Konfiguration von SAP-Modulen und Ihrer Fähigkeit, sich schnell in technische Herausforderungen einzuarbeiten, sind besonders hervorzuheben. Ein leichtes Ausbaupotenzial sehe ich in der Vertiefung Ihrer Kenntnisse im Bereich ABAP-Entwicklung sowie in Ihrer Kommunikationsfähigkeit bei komplexen Projekten. Insgesamt bin ich mit Ihrer Leistung sehr zufrieden. Weiter so! Zusatzkommentar: Bleiben Sie dran!","Er/Sie übertrifft regelmäßig die Erwartungen und liefert konstant herausragende Ergebnisse. Seine/Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Er/Sie ist ein Vorbild für das gesamte Team und sollte diesen Einsatz unbedingt beibehalten. Kommentar: Gute Ansätze sichtbar. Weiteres: Zeigt gute Präsenz in Meetings.",Jena,,44,0,"135,987","135,987","124,861","126,097","157,622",14,,
288,"1,783","2,139","1,929","2,048",93,338,19,28,0,0,"83,343","72,508","66,708","62,038","4,953",,,,,,,,30%,0%,,Consultant,7,4,3,10,Master,4,,,,,,,,125%,50%,106%,7%,4,3,2,1,Salary/Benfit,0,1,0,0,0,0,"Sie leisten solide Arbeit und tragen wesentlich zum Erfolg des Teams bei. Ihre Stärken in der Konfiguration von SAP-Modulen und Ihrer Fähigkeit, sich schnell in technische Herausforderungen einzuarbeiten, sind besonders hervorzuheben. Ein leichtes Ausbaupotenzial sehe ich in der Vertiefung Ihrer Kenntnisse im Bereich ABAP-Entwicklung sowie in Ihrer Kommunikationsfähigkeit bei komplexen Projekten. Insgesamt bin ich mit Ihrer Leistung sehr zufrieden. Weiter so! Zusatzkommentar: Bleiben Sie dran!",Er/Sie leistet solide Arbeit und trägt wesentlich zum Erfolg des Teams bei. Besonders hervorzuheben sind seine/ihre Stärken in der Konfiguration von SAP-Modulen und sein/ihr schnelles Verständnis für technische Herausforderungen. Ein leichtes Ausbaupotenzial besteht in der Kommunikation bei komplexen Projekten. Kommentar: Wird von allen geschätzt. Weiteres: Kann Verantwortung übernehmen.,Offenbach,,53,2,"70,842","80,009","95,011","73,342","55,740",7,,
289,"1,762","1,532","1,549","1,720",101,297,23,33,0,0,"69,333","65,173","63,218","60,057","2,109",,,,,,,,30%,7%,,Internal,2,5,0,7,Hauptschulabschluss,2,,,,,,,,54%,111%,119%,76%,3,3,3,2,Salary/Benfit,0,0,0,1,0,0,"Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle Ihnen die Motivation und das Verständnis für die Aufgaben. Ich rate Ihnen dringend, an Ihrer Einstellung und Ihren Fähigkeiten zu arbeiten, um Ihren Beitrag zum Team zu verbessern. Andernfalls könnten Konsequenzen folgen. Zusatzkommentar: Bitte dringend anpassen.",Er/Sie leistet solide Arbeit und trägt wesentlich zum Erfolg des Teams bei. Besonders hervorzuheben sind seine/ihre Stärken in der Konfiguration von SAP-Modulen und sein/ihr schnelles Verständnis für technische Herausforderungen. Ein leichtes Ausbaupotenzial besteht in der Kommunikation bei komplexen Projekten. Kommentar: Wird von allen geschätzt. Weiteres: Hat Defizite in der Kommunikation.,Offenbach,,39,3,"67,253","75,573","85,973","66,560","90,521",10,,
290,"1,752","2,052","1,790","1,950",121,321,23,35,0,0,"63,256","55,665","50,099","48,596",849,,,,,,,,20%,-1%,,Internal,2,7,2,7,Abitur,4,,,,,,,,108%,91%,129%,99%,5,1,2,1,Pension,0,0,1,0,0,0,"Sie übertreffen unsere Erwartungen regelmäßig und liefern konstant herausragende Ergebnisse. Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Es gibt nichts, was ich hier anmerken könnte. Bitte behalten Sie diesen außergewöhnlichen Einsatz bei – Sie sind ein Vorbild für das gesamte Team! Zusatzkommentar: Exzellent!","Er/Sie übertrifft regelmäßig die Erwartungen und liefert konstant herausragende Ergebnisse. Seine/Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Er/Sie ist ein Vorbild für das gesamte Team und sollte diesen Einsatz unbedingt beibehalten. Kommentar: Wird von allen geschätzt. Weiteres: Hat Defizite in der Kommunikation.",Chemnitz,,41,2,"54,400","65,154","78,438","64,521","54,843",11,,
291,"1,806","1,189","1,211","1,598",125,375,27,40,0,0,"45,884","42,213","37,570","36,067","4,252",,,,,,,,10%,2%,,Consultant,0,5,6,0,Abitur,4,,,,,,,,71%,100%,79%,96%,1,1,1,1,Personal Reason,0,0,1,0,0,0,"Sie leisten solide Arbeit und tragen wesentlich zum Erfolg des Teams bei. Ihre Stärken in der Konfiguration von SAP-Modulen und Ihrer Fähigkeit, sich schnell in technische Herausforderungen einzuarbeiten, sind besonders hervorzuheben. Ein leichtes Ausbaupotenzial sehe ich in der Vertiefung Ihrer Kenntnisse im Bereich ABAP-Entwicklung sowie in Ihrer Kommunikationsfähigkeit bei komplexen Projekten. Insgesamt bin ich mit Ihrer Leistung sehr zufrieden. Weiter so! Zusatzkommentar: Bitte dringend anpassen.","Seine/Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine außergewöhnlichen Highlights. In Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen gibt es noch Potenzial zur Weiterentwicklung. Kommentar: Sollte dringend an sich arbeiten. Weiteres: Fehlt es an Eigeninitiative.",Offenbach,,36,2,"50,014","44,049","50,473","59,191","57,415",14,,
292,"1,731","1,490","1,601","1,719",77,282,0,32,0,0,"121,779","109,602","105,217","89,435","3,346",,,,,,,,30%,-4%,,Consultant,11,6,5,15,Abitur,4,,,,,,,,0%,71%,94%,111%,3,3,2,2,Pension,0,0,0,0,0,0,"Sie übertreffen unsere Erwartungen regelmäßig und liefern konstant herausragende Ergebnisse. Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Es gibt nichts, was ich hier anmerken könnte. Bitte behalten Sie diesen außergewöhnlichen Einsatz bei – Sie sind ein Vorbild für das gesamte Team! Zusatzkommentar: Noch viel Luft nach oben.","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Gute Ansätze sichtbar. Weiteres: Fehlt es an Eigeninitiative.",Jena,,52,0,"130,304","122,997","115,690","136,393","120,026",12,,
293,875,962,961,955,72,317,23,41,2,0,"85,495","74,380","64,711","62,769","6,896",,,,,,,,20%,1%,,Consultant,3,3,1,8,Abitur,4,,,,,,,,65%,45%,93%,71%,3,2,2,3,Cultural Fit,0,1,0,1,0,0,"Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine Highlights, die herausstechen. Ich ermutige Sie, sich in Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen stärker einzubringen. Eine verbesserte Fähigkeit, Kundenanforderungen proaktiv zu erkennen und überzeugend zu präsentieren, könnte Ihr Profil zusätzlich schärfen. Zusatzkommentar: Exzellent!","Seine/Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine außergewöhnlichen Highlights. In Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen gibt es noch Potenzial zur Weiterentwicklung. Kommentar: Wird von allen geschätzt. Weiteres: Fehlt es an Eigeninitiative.",Berlin,,51,2,"76,945","82,075","101,738","79,510","77,920",7,,
294,"1,710","1,042","1,064","1,389",117,420,2,32,2,0,"70,226","67,417","64,046","61,484","2,309",,,,,,,,10%,2%,,Consultant,6,5,3,13,Abitur,4,,,,,,,,62%,133%,81%,111%,1,3,3,1,Salary/Benfit,0,0,0,0,0,1,"Sie leisten solide Arbeit und tragen wesentlich zum Erfolg des Teams bei. Ihre Stärken in der Konfiguration von SAP-Modulen und Ihrer Fähigkeit, sich schnell in technische Herausforderungen einzuarbeiten, sind besonders hervorzuheben. Ein leichtes Ausbaupotenzial sehe ich in der Vertiefung Ihrer Kenntnisse im Bereich ABAP-Entwicklung sowie in Ihrer Kommunikationsfähigkeit bei komplexen Projekten. Insgesamt bin ich mit Ihrer Leistung sehr zufrieden. Weiter so! Zusatzkommentar: Gute Ansätze!","Er/Sie übertrifft regelmäßig die Erwartungen und liefert konstant herausragende Ergebnisse. Seine/Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Er/Sie ist ein Vorbild für das gesamte Team und sollte diesen Einsatz unbedingt beibehalten. Kommentar: Gute Ansätze sichtbar. Weiteres: Kann Verantwortung übernehmen.",Bielefeld,,56,1,"72,333","68,119","70,928","59,692","47,157",12,,
295,"1,768","1,172","1,280","1,646",84,301,24,23,1,0,"95,997","95,037","80,782","77,550","5,480",,,,,,,,10%,2%,,Solution Architect,3,5,2,7,Master,3,,,,,,,,124%,51%,126%,36%,2,2,1,3,Relationship to team/manager,0,0,0,0,0,0,"Sie leisten solide Arbeit und tragen wesentlich zum Erfolg des Teams bei. Ihre Stärken in der Konfiguration von SAP-Modulen und Ihrer Fähigkeit, sich schnell in technische Herausforderungen einzuarbeiten, sind besonders hervorzuheben. Ein leichtes Ausbaupotenzial sehe ich in der Vertiefung Ihrer Kenntnisse im Bereich ABAP-Entwicklung sowie in Ihrer Kommunikationsfähigkeit bei komplexen Projekten. Insgesamt bin ich mit Ihrer Leistung sehr zufrieden. Weiter so! Zusatzkommentar: Bleiben Sie dran!",Er/Sie leistet solide Arbeit und trägt wesentlich zum Erfolg des Teams bei. Besonders hervorzuheben sind seine/ihre Stärken in der Konfiguration von SAP-Modulen und sein/ihr schnelles Verständnis für technische Herausforderungen. Ein leichtes Ausbaupotenzial besteht in der Kommunikation bei komplexen Projekten. Kommentar: Gute Ansätze sichtbar. Weiteres: Kann Verantwortung übernehmen.,Offenbach,,42,1,"80,638","96,957","108,477","119,997","91,197",11,,
296,"1,750","1,014","1,520","1,600",105,291,40,29,0,0,"48,547","41,751","37,993","36,093","2,412",,,,,,,,10%,0%,,Internal,3,5,4,4,Mittlere Reife,4,,,,,,,,34%,102%,141%,116%,3,3,2,1,Career Progression,0,0,0,0,0,0,"Sie übertreffen unsere Erwartungen regelmäßig und liefern konstant herausragende Ergebnisse. Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Es gibt nichts, was ich hier anmerken könnte. Bitte behalten Sie diesen außergewöhnlichen Einsatz bei – Sie sind ein Vorbild für das gesamte Team! Zusatzkommentar: Gute Ansätze!","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Sollte dringend an sich arbeiten. Weiteres: Zeigt gute Präsenz in Meetings.",Dortmund,,51,2,"52,431","50,975","58,742","58,257","61,169",11,,
297,"1,885","1,457","1,857","1,858",110,390,16,38,1,0,"54,046","51,884","51,884","51,884","7,016",,,,,,,,30%,2%,,Solution Advisor,1,4,2,3,Mittlere Reife,3,,,,,,,,145%,117%,139%,51%,4,1,2,2,Career Progression,0,1,0,0,0,0,"Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine Highlights, die herausstechen. Ich ermutige Sie, sich in Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen stärker einzubringen. Eine verbesserte Fähigkeit, Kundenanforderungen proaktiv zu erkennen und überzeugend zu präsentieren, könnte Ihr Profil zusätzlich schärfen. Zusatzkommentar: Gute Ansätze!","Er/Sie übertrifft regelmäßig die Erwartungen und liefert konstant herausragende Ergebnisse. Seine/Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Er/Sie ist ein Vorbild für das gesamte Team und sollte diesen Einsatz unbedingt beibehalten. Kommentar: Wird von allen geschätzt. Weiteres: Zeigt gute Präsenz in Meetings.",Bielefeld,,37,2,"55,667","59,450","51,884","57,288","52,705",11,,
298,"1,841","1,440","1,783","1,817",88,311,0,25,0,0,"90,350","79,508","70,762","65,809","1,407",,,,,,,,30%,-7%,,Consultant,7,3,6,18,Master,4,,,,,,,,13%,114%,36%,127%,5,1,2,3,Career Progression,0,0,0,0,0,0,"Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine Highlights, die herausstechen. Ich ermutige Sie, sich in Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen stärker einzubringen. Eine verbesserte Fähigkeit, Kundenanforderungen proaktiv zu erkennen und überzeugend zu präsentieren, könnte Ihr Profil zusätzlich schärfen. Zusatzkommentar: Gute Ansätze!","Seine/Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine außergewöhnlichen Highlights. In Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen gibt es noch Potenzial zur Weiterentwicklung. Kommentar: Wird von allen geschätzt. Weiteres: Kann Verantwortung übernehmen.",Göttingen,,56,1,"74,991","93,964","112,938","104,806","91,181",10,,
299,"1,773","1,119","1,379","1,647",89,329,15,32,1,0,"74,597","73,851","73,112","67,994","3,028",,,,,,,,10%,-1%,,Consultant,13,5,7,16,Mittlere Reife,3,,,,,,,,185%,70%,129%,138%,4,2,3,1,Career Progression,0,0,0,1,0,0,"Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle Ihnen die Motivation und das Verständnis für die Aufgaben. Ich rate Ihnen dringend, an Ihrer Einstellung und Ihren Fähigkeiten zu arbeiten, um Ihren Beitrag zum Team zu verbessern. Andernfalls könnten Konsequenzen folgen. Zusatzkommentar: Bitte dringend anpassen.",Er/Sie leistet solide Arbeit und trägt wesentlich zum Erfolg des Teams bei. Besonders hervorzuheben sind seine/ihre Stärken in der Konfiguration von SAP-Modulen und sein/ihr schnelles Verständnis für technische Herausforderungen. Ein leichtes Ausbaupotenzial besteht in der Kommunikation bei komplexen Projekten. Kommentar: Sollte dringend an sich arbeiten. Weiteres: Fehlt es an Eigeninitiative.,Bielefeld,,31,1,"78,326","76,089","72,359","77,580","100,855",13,,
300,"1,727","2,003","1,991","1,983",89,260,30,38,2,0,"81,433","81,433","78,176","71,922","4,939",,,,,,,,30%,-3%,,Consultant,3,4,1,4,Master,4,,,,,,,,124%,62%,103%,36%,3,2,3,1,Relationship to team/manager,0,0,0,0,0,0,"Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle Ihnen die Motivation und das Verständnis für die Aufgaben. Ich rate Ihnen dringend, an Ihrer Einstellung und Ihren Fähigkeiten zu arbeiten, um Ihren Beitrag zum Team zu verbessern. Andernfalls könnten Konsequenzen folgen. Zusatzkommentar: Bleiben Sie dran!","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Gute Ansätze sichtbar. Weiteres: Fehlt es an Eigeninitiative.",Offenbach,,21,1,"74,919","85,505","80,619","70,033","49,023",7,,
301,869,"1,188","1,114","1,104",86,333,20,27,0,0,"106,821","101,480","88,288","87,405","6,394",,,,,,,,10%,-2%,,Team Lead,7,5,4,10,Bachelor,6,,,,,,,,24%,62%,109%,128%,3,1,3,1,Cultural Fit,1,0,0,0,0,0,"Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine Highlights, die herausstechen. Ich ermutige Sie, sich in Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen stärker einzubringen. Eine verbesserte Fähigkeit, Kundenanforderungen proaktiv zu erkennen und überzeugend zu präsentieren, könnte Ihr Profil zusätzlich schärfen. Zusatzkommentar: Gute Ansätze!","Er/Sie übertrifft regelmäßig die Erwartungen und liefert konstant herausragende Ergebnisse. Seine/Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Er/Sie ist ein Vorbild für das gesamte Team und sollte diesen Einsatz unbedingt beibehalten. Kommentar: Es gibt noch viel zu tun. Weiteres: Kann Verantwortung übernehmen.",Berlin,,25,2,"94,002","106,821","120,708","127,117","123,303",6,,
302,"1,748","1,039","1,178","1,252",71,326,0,40,0,0,"78,840","74,110","66,699","63,364","3,055",,,,,,,,30%,-3%,,Consultant,12,4,5,19,Hauptschulabschluss,0,,,,,,,,53%,124%,115%,58%,3,3,1,3,Salary/Benfit,0,0,1,0,0,0,"Sie übertreffen unsere Erwartungen regelmäßig und liefern konstant herausragende Ergebnisse. Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Es gibt nichts, was ich hier anmerken könnte. Bitte behalten Sie diesen außergewöhnlichen Einsatz bei – Sie sind ein Vorbild für das gesamte Team! Zusatzkommentar: Noch viel Luft nach oben.","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Ein Teamplayer. Weiteres: Kann Verantwortung übernehmen.",Hamburg,,48,3,"84,359","73,322","75,687","89,878","107,854",15,,
303,"1,807","2,065","2,028","2,012",89,362,24,19,1,0,"60,134","55,323","54,770","48,745","2,940",,,,,,,,20%,-2%,,Consultant,2,4,6,8,Doktor,5,,,,,,,,117%,168%,101%,110%,4,2,2,2,Pension,1,1,0,1,0,0,"Sie leisten solide Arbeit und tragen wesentlich zum Erfolg des Teams bei. Ihre Stärken in der Konfiguration von SAP-Modulen und Ihrer Fähigkeit, sich schnell in technische Herausforderungen einzuarbeiten, sind besonders hervorzuheben. Ein leichtes Ausbaupotenzial sehe ich in der Vertiefung Ihrer Kenntnisse im Bereich ABAP-Entwicklung sowie in Ihrer Kommunikationsfähigkeit bei komplexen Projekten. Insgesamt bin ich mit Ihrer Leistung sehr zufrieden. Weiter so! Zusatzkommentar: Noch viel Luft nach oben.",Er/Sie leistet solide Arbeit und trägt wesentlich zum Erfolg des Teams bei. Besonders hervorzuheben sind seine/ihre Stärken in der Konfiguration von SAP-Modulen und sein/ihr schnelles Verständnis für technische Herausforderungen. Ein leichtes Ausbaupotenzial besteht in der Kommunikation bei komplexen Projekten. Kommentar: Wird von allen geschätzt. Weiteres: Hat Defizite in der Kommunikation.,Dortmund,,35,2,"51,715","65,546","58,330","54,722","62,383",14,,
304,"1,860","1,075","1,808","1,848",84,341,13,27,1,0,"130,266","113,331","97,465","84,794","1,457",,,,,,,,30%,7%,,Team Lead,3,4,4,10,Master,6,,,,,,,,95%,88%,107%,37%,3,3,1,1,Career Progression,0,0,0,0,0,0,"Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle Ihnen die Motivation und das Verständnis für die Aufgaben. Ich rate Ihnen dringend, an Ihrer Einstellung und Ihren Fähigkeiten zu arbeiten, um Ihren Beitrag zum Team zu verbessern. Andernfalls könnten Konsequenzen folgen. Zusatzkommentar: Gute Ansätze!","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Es gibt noch viel zu tun. Weiteres: Zeigt gute Präsenz in Meetings.",Berlin,,27,3,"134,174","131,569","127,661","155,016","213,923",7,,
305,898,"1,857","1,757","1,055",106,440,26,23,0,0,"116,071","103,303","91,940","91,021","4,940",,,,,,,,20%,2%,,Solution Advisor,12,1,5,15,Hauptschulabschluss,5,,,,,,,,38%,60%,107%,73%,2,1,2,3,Career Progression,0,0,0,1,0,0,"Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine Highlights, die herausstechen. Ich ermutige Sie, sich in Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen stärker einzubringen. Eine verbesserte Fähigkeit, Kundenanforderungen proaktiv zu erkennen und überzeugend zu präsentieren, könnte Ihr Profil zusätzlich schärfen. Zusatzkommentar: Bleiben Sie dran!","Er/Sie übertrifft regelmäßig die Erwartungen und liefert konstant herausragende Ergebnisse. Seine/Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Er/Sie ist ein Vorbild für das gesamte Team und sollte diesen Einsatz unbedingt beibehalten. Kommentar: Gute Ansätze sichtbar. Weiteres: Fehlt es an Eigeninitiative.",Göttingen,,35,0,"98,660","112,589","141,607","147,410","154,781",11,,
306,"1,824","1,308","1,443","1,663",108,390,10,37,0,0,"88,985","76,527","71,170","69,035","3,784",,,,,,,,20%,-1%,,Developer,2,6,4,6,Hauptschulabschluss,5,,,,,,,,60%,147%,134%,53%,2,1,2,2,Career Progression,0,0,0,1,1,0,"Sie leisten solide Arbeit und tragen wesentlich zum Erfolg des Teams bei. Ihre Stärken in der Konfiguration von SAP-Modulen und Ihrer Fähigkeit, sich schnell in technische Herausforderungen einzuarbeiten, sind besonders hervorzuheben. Ein leichtes Ausbaupotenzial sehe ich in der Vertiefung Ihrer Kenntnisse im Bereich ABAP-Entwicklung sowie in Ihrer Kommunikationsfähigkeit bei komplexen Projekten. Insgesamt bin ich mit Ihrer Leistung sehr zufrieden. Weiter so! Zusatzkommentar: Gute Ansätze!","Seine/Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine außergewöhnlichen Highlights. In Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen gibt es noch Potenzial zur Weiterentwicklung. Kommentar: Wird von allen geschätzt. Weiteres: Kann Verantwortung übernehmen.",Chemnitz,,46,1,"80,087","89,875","90,765","113,901","148,071",10,,
307,"1,807","1,904","1,829","1,818",88,325,22,39,0,0,"42,078","37,450","35,577","31,308","2,132",,,,,,,,30%,7%,,Consultant,0,5,1,0,Bachelor,2,,,,,,,,125%,63%,39%,89%,5,3,2,1,Salary/Benfit,0,0,0,1,0,0,"Sie übertreffen unsere Erwartungen regelmäßig und liefern konstant herausragende Ergebnisse. Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Es gibt nichts, was ich hier anmerken könnte. Bitte behalten Sie diesen außergewöhnlichen Einsatz bei – Sie sind ein Vorbild für das gesamte Team! Zusatzkommentar: Noch viel Luft nach oben.","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Ein Teamplayer. Weiteres: Kann Verantwortung übernehmen.",Jena,,33,2,"42,078","44,603","44,182","36,187","48,129",8,,
308,872,"2,057","1,774","1,554",92,375,0,25,1,0,"80,699","75,857","67,513","64,813","3,101",,,,,,,,0%,0%,,Solution Architect,11,4,2,15,Abitur,4,,,,,,,,120%,79%,74%,115%,1,3,3,2,Salary/Benfit,0,1,1,1,0,0,"Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine Highlights, die herausstechen. Ich ermutige Sie, sich in Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen stärker einzubringen. Eine verbesserte Fähigkeit, Kundenanforderungen proaktiv zu erkennen und überzeugend zu präsentieren, könnte Ihr Profil zusätzlich schärfen. Zusatzkommentar: Noch viel Luft nach oben.","Er/Sie übertrifft regelmäßig die Erwartungen und liefert konstant herausragende Ergebnisse. Seine/Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Er/Sie ist ein Vorbild für das gesamte Team und sollte diesen Einsatz unbedingt beibehalten. Kommentar: Wird von allen geschätzt. Weiteres: Hat Defizite in der Kommunikation.",Chemnitz,,50,0,"71,823","72,630","84,734","99,260","137,972",9,,
